Date,City,PM2.5,PM10,NO,NO2,SO2,CO,O3,AQI,AQI_Bucket,Temp
2024-06-24,Beijing,145.9,308.3,12,95.9,16.5,2.82,21.3,154,Unhealthy,0.570148693739283
2024-06-25,Beijing,219.5,279.7,99.4,87.9,74.4,3.78,23.6,322,Hazardous,-2.0678387136649192
2024-06-26,Beijing,143.1,342.1,77.8,61.6,43.4,4.34,57.3,62,Moderate,-1.7083513268765727
2024-06-27,Beijing,187,138.4,119,84.3,17.4,2.65,94,61,Moderate,-8.955369288652147
2024-06-28,Beijing,159.6,89.5,84.3,115.7,82.2,1.84,155.5,83,Moderate,-6.9997025271109505
2024-06-29,Beijing,84.6,55.5,69.4,54.2,89.8,4.11,130.2,65,Moderate,-3.979867876252113
2024-06-30,Beijing,104.1,25.6,126.5,19,93.7,3.3,80.7,399,Hazardous,-9.303698423054271
2024-07-01,Beijing,58.5,362.9,103,193.7,82.9,4.66,101.6,228,Very Unhealthy,-5.837562471686568
2024-07-02,Beijing,214.7,322.5,12.5,40.4,48.5,4.42,34.4,254,Very Unhealthy,-6.712765223473258
2024-07-03,Beijing,155.6,49.6,23.3,124.3,90.4,4.19,96.2,242,Very Unhealthy,-4.857586722793624
2024-07-04,Beijing,191.5,58.7,124.8,188.3,35.4,0.51,29.1,182,Unhealthy,-6.027906549242003
2024-07-05,Beijing,145,86.1,63.2,198.4,36.8,3.42,35.6,361,Hazardous,-4.503076612393322
2024-07-06,Beijing,76.2,220.9,78.2,122.4,71.5,2.34,162.5,268,Very Unhealthy,-8.02099503903018
2024-07-07,Beijing,186.5,299.4,53.9,161,11.8,3.69,55,216,Very Unhealthy,-6.83300457034753
2024-07-08,Beijing,141.8,64.9,95.5,26.7,54.4,4.06,137.6,68,Moderate,-9.826948690527502
2024-07-09,Beijing,93.1,59.3,88.7,29.5,71.1,3.01,68.3,293,Very Unhealthy,-6.350469337408052
2024-07-10,Beijing,133.6,229.9,37.2,34.8,73.4,2.42,118.1,112,Unhealthy,-10.35156449960908
2024-07-11,Beijing,205.8,130.4,97.7,52.9,74.5,4.8,45.9,263,Very Unhealthy,-6.783751041214924
2024-07-12,Beijing,136.3,187.4,56.7,73.7,95.6,3.98,132.8,395,Hazardous,-3.2062852290593584
2024-07-13,Beijing,58.7,65,70.4,125.4,99.5,2.84,142.2,320,Hazardous,-8.923341357865784
2024-07-14,Beijing,213.5,370.2,63.1,47.3,41.1,2.41,173.1,245,Very Unhealthy,-7.987324718693385
2024-07-15,Beijing,98.9,298.4,37.2,63.5,95.9,4.06,173.3,337,Hazardous,-7.054101689563635
2024-07-16,Beijing,82.8,195.4,40.9,25.4,60.5,4.12,89.2,245,Very Unhealthy,-8.756167554038807
2024-07-17,Beijing,194.9,275.5,30.6,131.3,35.5,1.28,164,82,Moderate,-7.442566852344351
2024-07-18,Beijing,186,129.6,67.7,172.9,14,3.04,124.6,359,Hazardous,-12.24946299148008
2024-07-19,Beijing,211.3,272.1,93.4,155.9,19.9,2.82,122.8,137,Unhealthy,-14.308300193322555
2024-07-20,Beijing,146.6,162.5,64.3,124.8,17.8,2.12,120.7,67,Moderate,-9.832127481320828
2024-07-21,Beijing,16.3,275,137.3,136,74.6,0.6,87,337,Hazardous,-11.492983001239285
2024-07-22,Beijing,126.7,176.8,45.8,151.9,31,2.92,97.4,334,Hazardous,-12.389590625577197
2024-07-23,Beijing,140.2,290.3,36.3,94.8,97.8,3,132,55,Moderate,-11.438796364012438
2024-07-24,Beijing,210.8,126.8,85.1,49.4,40.4,1.97,78.6,273,Very Unhealthy,-14.222288365387328
2024-07-25,Beijing,184.9,300.7,55.8,59.4,16.2,0.81,46.6,52,Moderate,-14.643307347138666
2024-07-26,Beijing,143.2,238.5,141,92.4,17.8,4.63,80.1,81,Moderate,-10.455005302781915
2024-07-27,Beijing,27.6,29.3,96.3,28.7,25.7,2.51,112.8,244,Very Unhealthy,-10.649771585819847
2024-07-28,Beijing,42.8,157.8,68.4,16.3,89.4,4.52,89.6,107,Unhealthy,-13.61873776765632
2024-07-29,Beijing,174.3,187.5,47,130.3,96.2,2.32,106.2,230,Very Unhealthy,-10.932827125588455
2024-07-30,Beijing,33.9,173.3,10.3,112.2,22.3,3.58,78.3,85,Moderate,-12.367399818103316
2024-07-31,Beijing,58.9,227,84.5,166.1,96.9,4.26,11.6,177,Unhealthy,-13.51479373231062
2024-08-01,Beijing,97.8,348,51.5,135.7,28.4,2.09,43.5,155,Unhealthy,-17.830713642555843
2024-08-02,Beijing,213.1,311,74.7,99,59.8,1.67,175.1,331,Hazardous,-12.274202397538438
2024-08-03,Beijing,66.8,44.9,122.3,173.1,16,1.79,129.6,313,Hazardous,-11.518225875601658
2024-08-04,Beijing,179.2,64.7,36.7,157.1,10,1.64,25.6,359,Hazardous,-14.668495980152585
2024-08-05,Beijing,35.8,137.7,18,82.6,47.5,1.36,125.2,242,Very Unhealthy,-15.523285224695305
2024-08-06,Beijing,197,137.3,120.6,197.5,32.9,0.61,10.7,344,Hazardous,-15.3064860837419
2024-08-07,Beijing,71.2,298.3,30.3,50.6,42.9,1.71,54,63,Moderate,-15.63262739174306
2024-08-08,Beijing,141.5,73.8,121.2,195,88.5,3.8,95,200,Unhealthy,-18.863495954693747
2024-08-09,Beijing,18.1,391.5,10.4,95.7,73.2,2.31,58.6,380,Hazardous,-17.90944334420975
2024-08-10,Beijing,203.5,344.8,127.8,69,98.5,4.38,102.3,221,Very Unhealthy,-14.11986806530211
2024-08-11,Beijing,91.1,241.9,124.1,173.3,5.2,3.41,118.8,171,Unhealthy,-16.960534364218628
2024-08-12,Beijing,229.9,361.8,135.2,144.5,51.9,2.35,94.5,267,Very Unhealthy,-17.62231749730838
2024-08-13,Beijing,95.7,23.6,59.3,115.8,39.3,4.92,137.6,152,Unhealthy,-15.9164860595494
2024-08-14,Beijing,244.1,318.1,49.4,55.8,30.1,4.69,104.5,56,Moderate,-14.987150461954664
2024-08-15,Beijing,102.3,365,138.2,109.6,32.2,3.99,157.6,173,Unhealthy,-19.343147314524952
2024-08-16,Beijing,127.3,62.1,51.6,153.4,63.9,2.03,30.1,105,Unhealthy,-17.79232864802143
2024-08-17,Beijing,127.8,197,139.2,105,86.2,1.66,148.5,378,Hazardous,-19.330530027927605
2024-08-18,Beijing,12.9,276.3,92.4,100.6,58,1.21,133,326,Hazardous,-17.792833077209178
2024-08-19,Beijing,164,196.9,89.3,105.7,21.6,4.42,174.5,238,Very Unhealthy,-15.534323238463038
2024-08-20,Beijing,133,352.5,111.7,125.8,22.3,3.16,165.8,259,Very Unhealthy,-16.284673548329
2024-08-21,Beijing,86.9,172.4,63,103.8,20.5,0.88,29.6,67,Moderate,-18.432101703107197
2024-08-22,Beijing,149.5,235.3,58.2,47.1,73.7,3.89,44.1,84,Moderate,-19.37958467178396
2024-08-23,Beijing,158.2,268.4,67.5,107.3,96.2,1.2,121.5,250,Very Unhealthy,-20.44564394906487
2024-08-24,Beijing,115.2,128.6,53.7,178.3,92.2,0.8,115.4,365,Hazardous,-23.446778731474446
2024-08-25,Beijing,50.9,358.9,106.2,24.4,45.4,1.04,177.1,399,Hazardous,-21.771250759248538
2024-08-26,Beijing,181.6,72.7,43.9,98.6,53,0.73,76.8,291,Very Unhealthy,-19.48494672669578
2024-08-27,Beijing,189.5,231.7,128.8,174.5,79.3,2.71,174.5,365,Hazardous,-22.934362163445776
2024-08-28,Beijing,212.5,116.1,140,72.3,74.8,2.83,90.9,146,Unhealthy,-19.302252971009697
2024-08-29,Beijing,138.3,48,72.4,123.1,48.7,0.65,62.7,164,Unhealthy,-19.3956584318747
2024-08-30,Beijing,82.5,309.8,5.9,99.2,62,3.58,152,227,Very Unhealthy,-22.114696407978812
2024-08-31,Beijing,119.6,250.4,141.4,154.3,96,4.65,111.3,137,Unhealthy,-20.210301814767103
2024-09-01,Beijing,102.2,146.5,67.9,110.8,69.4,0.54,113.6,234,Very Unhealthy,-19.606945450081223
2024-09-02,Beijing,69.8,365.7,125.8,194.1,44.2,3.95,119.2,269,Very Unhealthy,-23.29022444481863
2024-09-03,Beijing,167.1,244.2,79.7,190.3,44.5,0.7,175.5,184,Unhealthy,-25.00850024320543
2024-09-04,Beijing,239.3,379.6,74.6,119.2,14.8,4.38,97.3,218,Very Unhealthy,-19.89540245141567
2024-09-05,Beijing,79.9,362.9,26,35.3,89,3.29,72.9,200,Unhealthy,-18.981527576954356
2024-09-06,Beijing,166,167,13.4,58.1,98.8,2.68,40.3,202,Very Unhealthy,-17.460912558933597
2024-09-07,Beijing,138.7,293,99.3,198.7,61.2,4.16,168.2,204,Very Unhealthy,-20.728178685399858
2024-09-08,Beijing,153.4,334.4,59.2,87.5,90.9,4.34,67.2,58,Moderate,-24.80102489313755
2024-09-09,Beijing,16,367.3,8.6,51.7,34.2,2.08,65.1,311,Hazardous,-24.054944755879777
2024-09-10,Beijing,11.2,69.6,15.9,76.2,69.2,3.33,159.3,324,Hazardous,-22.89980828589021
2024-09-11,Beijing,41.5,36.9,125.4,118.2,74.9,4.48,79.5,344,Hazardous,-20.437977906435776
2024-09-12,Beijing,16,395.5,111.5,15.8,43.7,4.3,176.5,244,Very Unhealthy,-21.52279751400396
2024-09-13,Beijing,32.1,168,12,13.8,83.9,1.71,73.2,298,Very Unhealthy,-22.625724262219123
2024-09-14,Beijing,124.1,290.2,110.1,73.7,62.4,1.6,114.7,306,Hazardous,-24.211747947110585
2024-09-15,Beijing,57.2,219.9,7,58.7,49.7,2.45,114.3,386,Hazardous,-20.97245906384398
2024-09-16,Beijing,205.5,167,93.6,14.3,19.7,1.68,28.2,192,Unhealthy,-20.732822648513487
2024-09-17,Beijing,68.6,293.1,37.3,155.9,5.4,4.6,125.5,306,Hazardous,-20.610016073738784
2024-09-18,Beijing,127.3,354.5,95,158.4,93.1,3.61,10.2,273,Very Unhealthy,-25.33073037744213
2024-09-19,Beijing,165.7,66,86.8,141.7,95.2,2.6,104.8,269,Very Unhealthy,-20.92611984085058
2024-09-20,Beijing,48.1,159.5,78.6,19.7,52.7,1.12,101.7,273,Very Unhealthy,-25.285896928294008
2024-09-21,Beijing,210.9,320.2,42.3,135.3,26.5,2.8,133.3,330,Hazardous,-21.954854570822018
2024-09-22,Beijing,114.8,101.9,57,154.9,86.9,4.88,67.5,204,Very Unhealthy,-20.492085615879947
2024-09-23,Beijing,66,255.9,46.8,70.9,39.5,1.33,46.9,206,Very Unhealthy,-24.1900389545508
2024-09-24,Beijing,81.7,163.5,32.6,86.8,51.5,3.17,44.8,234,Very Unhealthy,-21.117283516205447
2024-09-25,Beijing,48.3,249.5,96.4,16.2,95,2.87,79,319,Hazardous,-23.75568891026455
2024-09-26,Beijing,150.5,234.5,6.6,103.5,58,3.9,17.7,355,Hazardous,-22.33498845363908
2024-09-27,Beijing,45.7,283.9,26,36.9,7.7,1.67,136.3,392,Hazardous,-18.465303444615
2024-09-28,Beijing,53,329.4,78.9,161.8,91.3,3.28,163.6,164,Unhealthy,-23.1460789332944
2024-09-29,Beijing,91.4,192.4,72.5,87.7,17.8,0.66,154.6,196,Unhealthy,-24.537300611777706
2024-09-30,Beijing,54.1,160.6,80.6,187.9,33.2,4.82,59.2,390,Hazardous,-23.82172409114625
2024-10-01,Beijing,107.3,332.6,105.2,149.3,26.5,1.25,117.5,347,Hazardous,-23.807397336456138
2024-10-02,Beijing,157.3,214.8,150,92.6,19.7,1.89,40,347,Hazardous,-21.45428872891387
2024-10-03,Beijing,174.6,301.8,142.6,161.8,14,2.33,139.4,228,Very Unhealthy,-25.350856054706963
2024-10-04,Beijing,207.6,342.7,143.1,79.6,58.9,2.52,150.1,172,Unhealthy,-24.212581039451553
2024-10-05,Beijing,99.8,187.3,104.2,82.4,87.2,3.04,145.9,130,Unhealthy,-21.306091198436032
2024-10-06,Beijing,238.7,174.2,111.7,138,8.2,2.99,140.8,384,Hazardous,-22.637439898384624
2024-10-07,Beijing,14.5,343.3,143.7,93.6,90.2,4.36,133.9,355,Hazardous,-17.912669471805934
2024-10-08,Beijing,157,296.3,35.1,145.4,85.4,2.42,117.8,358,Hazardous,-22.32662254129649
2024-10-09,Beijing,121.3,253.7,102.8,92.7,70.7,2.82,80,287,Very Unhealthy,-24.128996167731202
2024-10-10,Beijing,95.1,286,19.2,136.4,67.5,2.88,80.3,387,Hazardous,-24.669070309678887
2024-10-11,Beijing,221.8,304.3,77.3,109.4,36.4,2.52,83.9,181,Unhealthy,-20.139570388903568
2024-10-12,Beijing,28.2,119.5,114.9,181.7,19.4,1.97,77.9,154,Unhealthy,-24.16461651409437
2024-10-13,Beijing,222,125,6.7,188.2,36.9,4.4,134.6,386,Hazardous,-22.22932568256949
2024-10-14,Beijing,55.2,95.8,28.2,192.6,56.4,4.15,117.8,300,Very Unhealthy,-23.737212752814276
2024-10-15,Beijing,61.6,378.3,21,54.4,32.1,4.96,65.2,61,Moderate,-20.016324068946854
2024-10-16,Beijing,218.7,123,121.4,92,45.8,2.45,67.6,215,Very Unhealthy,-20.92711920995172
2024-10-17,Beijing,24.6,209.4,59.4,89.6,33.5,2.6,86.1,216,Very Unhealthy,-22.014910512972577
2024-10-18,Beijing,66.4,33.9,96.4,40.3,45.4,2.66,60.2,155,Unhealthy,-19.170311280258886
2024-10-19,Beijing,248.3,324.7,115.5,111,70.1,4.46,88.8,196,Unhealthy,-25.13444601273699
2024-10-20,Beijing,172.8,174,41,187.4,6.2,2.82,168,341,Hazardous,-22.178771480673657
2024-10-21,Beijing,114.5,194.8,59.2,27.2,82.7,3.59,19.6,207,Very Unhealthy,-24.43717476339438
2024-10-22,Beijing,100.6,373.8,54.2,134.7,15.7,1.3,34.3,123,Unhealthy,-21.229418179482526
2024-10-23,Beijing,120.7,168.2,107.5,43.9,35.8,2.61,117.2,242,Very Unhealthy,-19.828840393521563
2024-10-24,Beijing,202.4,303.4,87.9,57.2,67.2,3.59,36.9,300,Very Unhealthy,-20.734403615297555
2024-10-25,Beijing,169.1,317.8,25.8,120.1,64.4,0.62,131.7,389,Hazardous,-23.04218117740409
2024-10-26,Beijing,121.8,98.8,48,28.8,83.9,2.09,35.2,91,Moderate,-21.863530986695263
2024-10-27,Beijing,22.8,41.5,61.8,136.4,5.8,1.25,90.9,57,Moderate,-22.16314950333848
2024-10-28,Beijing,66.9,146,80.7,127.9,90,3.14,57.6,169,Unhealthy,-21.8013732332291
2024-10-29,Beijing,66,279.8,90,175.8,55.4,1.8,173.8,348,Hazardous,-21.17890261763171
2024-10-30,Beijing,65.4,311.8,49.8,47.8,36.1,2.92,131.8,371,Hazardous,-19.153918204789587
2024-10-31,Beijing,24.8,268.2,57.1,70.9,23,1.1,83.1,128,Unhealthy,-22.503459512554166
2024-11-01,Beijing,129.3,374.8,139.7,87.8,64.6,3.39,74.8,61,Moderate,-21.206154505725664
2024-11-02,Beijing,68.6,21.3,84,186.1,87.1,1.05,132.2,339,Hazardous,-17.29155222101152
2024-11-03,Beijing,192,163.8,90.4,18.3,67.5,3.47,52.4,188,Unhealthy,-18.335717450062447
2024-11-04,Beijing,141.4,264.6,41.4,46.8,88.8,2.03,129.5,165,Unhealthy,-18.12729953085735
2024-11-05,Beijing,237.5,57.6,61.4,146.8,12.8,3.28,72.4,89,Moderate,-16.969366404553394
2024-11-06,Beijing,30.7,25.7,98.7,20.5,6.3,4.23,143.2,332,Hazardous,-18.8706717830064
2024-11-07,Beijing,237.5,76.5,58,196.4,24.5,4.1,124.1,178,Unhealthy,-17.365731421237363
2024-11-08,Beijing,183.4,303.2,72.8,14.9,83.1,1.3,122.5,194,Unhealthy,-20.1175103007795
2024-11-09,Beijing,231.3,344,30.7,106.8,35.5,1.69,59.4,124,Unhealthy,-21.12723583427518
2024-11-10,Beijing,157.3,143.5,74.8,174.4,32.1,2.96,82.1,145,Unhealthy,-20.55195464924101
2024-11-11,Beijing,48.6,121.3,140.1,67.3,18.8,2.01,157.3,304,Hazardous,-20.013806755696805
2024-11-12,Beijing,53.9,112.5,8.7,127.8,46.3,2.39,131.3,88,Moderate,-21.38189481848186
2024-11-13,Beijing,185.2,383.4,60.6,117.4,88.5,3.47,61.9,235,Very Unhealthy,-15.94490991964978
2024-11-14,Beijing,151.5,209,41.3,95.1,82.5,4.04,112,106,Unhealthy,-19.188256473613425
2024-11-15,Beijing,85,283.9,88.8,189.1,56.6,1.29,73.9,103,Unhealthy,-21.126525835018086
2024-11-16,Beijing,195.5,367.8,14.9,83.1,76.7,2.82,111.4,175,Unhealthy,-19.53329507471448
2024-11-17,Beijing,90.7,251.4,99.3,75.5,81,4.46,116.7,336,Hazardous,-19.470594415445454
2024-11-18,Beijing,215.4,119.8,12.9,189.3,24.6,2.45,139.9,219,Very Unhealthy,-20.73554421163933
2024-11-19,Beijing,149.3,369.2,47.2,27.6,31.1,2.38,44,169,Unhealthy,-15.814890751638728
2024-11-20,Beijing,109.8,290.4,50.1,178.2,64.4,1.76,142.6,294,Very Unhealthy,-15.975261333779786
2024-11-21,Beijing,233.8,36.7,69,66.7,26.9,2.61,46.7,98,Moderate,-19.747403706218794
2024-11-22,Beijing,121,260.7,68.2,40,35.4,4.16,94.4,214,Very Unhealthy,-12.733549521144612
2024-11-23,Beijing,33.8,344,148.9,31.3,20.8,1.35,125.5,246,Very Unhealthy,-17.069596465488605
2024-11-24,Beijing,121.7,65.3,93.7,25.6,90,4.43,69.3,362,Hazardous,-16.446148193279864
2024-11-25,Beijing,246.2,381.8,50.7,54.1,79,4.34,16.8,87,Moderate,-16.144369976452033
2024-11-26,Beijing,232.1,35.5,130.1,173.6,10.5,2.78,164.4,88,Moderate,-20.092122982802202
2024-11-27,Beijing,114.5,84.8,54,88.5,64.5,3.43,25.9,189,Unhealthy,-14.053206906626524
2024-11-28,Beijing,218.7,28.8,102.4,145.4,80.4,5,98.6,299,Very Unhealthy,-14.825860731713021
2024-11-29,Beijing,82.1,168.2,135.4,186.7,49.6,3.38,150.4,197,Unhealthy,-14.827187567103321
2024-11-30,Beijing,201.5,289.5,127.4,67.9,92.2,2.74,70.1,337,Hazardous,-12.482667015638679
2024-12-01,Beijing,202.1,269.2,18,150.3,46.9,1.92,103.3,76,Moderate,-12.988539208561734
2024-12-02,Beijing,102.9,204.7,48.4,134.3,5.4,4.99,39.2,293,Very Unhealthy,-14.637431069844254
2024-12-03,Beijing,101.6,50.7,82,67.8,78.3,1.54,55.2,276,Very Unhealthy,-13.703094112235519
2024-12-04,Beijing,164.9,387.8,60,14.1,75.4,2.51,113.1,207,Very Unhealthy,-15.980076921650607
2024-12-05,Beijing,216.8,232.9,127.6,82.6,46.8,1.69,117.5,229,Very Unhealthy,-6.823493248571935
2024-12-06,Beijing,167.6,292.4,129.9,58.1,39,0.76,120.6,157,Unhealthy,-14.35028916753479
2024-12-07,Beijing,133.9,127.7,103.8,111.2,33.5,4.8,165.5,229,Very Unhealthy,-13.364986276306885
2024-12-08,Beijing,45.7,324.9,77.6,137,56.7,0.85,31.7,78,Moderate,-8.379714109298762
2024-12-09,Beijing,157.1,259.1,121.1,65.5,30.6,2.6,143.9,372,Hazardous,-10.693010729457457
2024-12-10,Beijing,20.1,365.4,11.7,99.5,42.4,1.36,25.1,71,Moderate,-13.738000381150496
2024-12-11,Beijing,129.6,170.5,43,82.1,34.7,4.92,113,348,Hazardous,-9.796149422825986
2024-12-12,Beijing,187.5,137.1,33.8,29,76.8,4.69,107.4,315,Hazardous,-11.760039856044253
2024-12-13,Beijing,190.9,298,123.3,43.9,9.9,2.84,117.8,65,Moderate,-10.68345137086893
2024-12-14,Beijing,25.1,284.1,127.3,170.6,83.2,4.8,45.1,181,Unhealthy,-8.080574661256655
2024-12-15,Beijing,116.2,185.4,125.8,99.8,91.7,3.68,90.7,61,Moderate,-11.613984907495485
2024-12-16,Beijing,130.2,326.9,44.2,176.7,73.7,3.45,164.9,73,Moderate,-11.071879884030853
2024-12-17,Beijing,74.9,136.1,7.8,169.9,18.7,1.5,37.7,65,Moderate,-8.880239215386567
2024-12-18,Beijing,153.7,367.5,96.4,43,48.5,3.3,32.8,294,Very Unhealthy,-11.277845180409646
2024-12-19,Beijing,186.6,259.3,113.5,147.7,31.1,4.45,137.7,208,Very Unhealthy,-8.441223597634293
2024-12-20,Beijing,181.3,315.3,78.3,91,36.9,1.83,20.3,325,Hazardous,-11.19655417065745
2024-12-21,Beijing,38,292.5,57.9,121.2,21.5,2.11,86.3,244,Very Unhealthy,-9.319651909450464
2024-12-22,Beijing,148,272,49.9,155.8,47.2,1.62,90.3,56,Moderate,-3.5570881449586693
2024-12-23,Beijing,201.6,287.2,57.1,185.9,75.9,3.63,23.6,115,Unhealthy,-6.029256324735176
2024-12-24,Beijing,65.6,93.2,57.6,163.2,44,1.56,125.6,388,Hazardous,-7.161366398098522
2024-12-25,Beijing,184,247.3,83.1,189,65.4,0.94,56.6,94,Moderate,-8.866486639927075
2024-12-26,Beijing,211.1,311.5,99.6,66.7,60.2,1.36,105.6,362,Hazardous,-4.649248129585531
2024-12-27,Beijing,38.5,109.8,63.5,10.3,69.7,3.82,69.5,210,Very Unhealthy,-8.06088107123567
2024-12-28,Beijing,240.1,282.8,89.5,46.1,24.5,1.83,86.8,86,Moderate,-6.646173148856467
2024-12-29,Beijing,189.5,55.1,105.9,151.2,84.1,3.51,139.8,236,Very Unhealthy,-7.44166016044896
2024-12-30,Beijing,204.6,300.1,134.3,130.6,73.5,1.7,120.1,124,Unhealthy,-6.28635157487564
2024-12-31,Beijing,55.6,379,142.5,106.1,25.1,0.55,157.9,51,Moderate,-3.0553314930032798
